Date : 2025-11-15 14:12:56
Directory : /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src
Total : 194 files,  24083 codes, 9023 comments, 5484 blanks, all 38590 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/StoreNull.java                                 | Java     |         58 |         41 |         35 |        134 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/StorePage.java                                 | Java     |         42 |         40 |         10 |         92 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/StorePageLink.java                             | Java     |         12 |         39 |          3 |         54 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/StorePageMap.java                              | Java     |        109 |        116 |         42 |        267 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/Strings.java                                   | Java     |         32 |         39 |         14 |         85 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/Table.java                                     | Java     |        391 |        122 |         56 |        569 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/TableResult.java                               | Java     |        244 |         92 |         71 |        407 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/TableStorePage.java                            | Java     |         31 |         37 |         11 |         79 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/TableStorePageInsert.java                      | Java     |         19 |         46 |          9 |         74 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/TableView.java                                 | Java     |         97 |         67 |         31 |        195 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/TableViewMap.java                              | Java     |         22 |         46 |         15 |         83 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/TableViewResult.java                           | Java     |         47 |         50 |         22 |        119 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/TransactionStep.java                           | Java     |         12 |         36 |         12 |         60 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/UnionAll.java                                  | Java     |        143 |         48 |         66 |        257 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/Utils.java                                     | Java     |        354 |         67 |         56 |        477 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/View.java                                      | Java     |         74 |         51 |         22 |        147 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/ViewResult.java                                | Java     |        136 |         63 |         85 |        284 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/Where.java                                     | Java     |        100 |         41 |         47 |        188 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/language/Language.java                         | Java     |        436 |        102 |         91 |        629 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/language/Language_de.java                      | Java     |        122 |         38 |         24 |        184 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/language/Language_en.java                      | Java     |          3 |         36 |          2 |         41 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/database/language/Language_it.java                      | Java     |        122 |         38 |         25 |        185 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/AllTests.java                                     | Java     |         71 |         49 |         14 |        134 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/BasicTestCase.java                                | Java     |        282 |         53 |         38 |        373 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/BenchTest.java                                    | Java     |        589 |         95 |         69 |        753 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestAlterTable.java                               | Java     |         96 |          6 |         16 |        118 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestAlterTable2.java                              | Java     |         60 |          6 |         17 |         83 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestDBMetaData.java                               | Java     |        217 |         39 |         55 |        311 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestDataTypes.java                                | Java     |        279 |         36 |         23 |        338 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestDeleteUpdate.java                             | Java     |         94 |         42 |         27 |        163 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestExceptionMethods.java                         | Java     |        231 |         41 |         38 |        310 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestExceptions.java                               | Java     |         89 |         33 |         18 |        140 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestFunctions.java                                | Java     |        370 |         33 |         15 |        418 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestGroupBy.java                                  | Java     |        263 |         48 |         68 |        379 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestIdentifer.java                                | Java     |         21 |         37 |          8 |         66 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestJoins.java                                    | Java     |        156 |         32 |         30 |        218 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestLanguage.java                                 | Java     |        185 |         60 |         42 |        287 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestMoneyRounding.java                            | Java     |         66 |         33 |         13 |        112 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestOperatoren.java                               | Java     |        208 |         33 |         40 |        281 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestOrderBy.java                                  | Java     |        613 |         40 |        169 |        822 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestOther.java                                    | Java     |        227 |         41 |         60 |        328 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestResultSet.java                                | Java     |        185 |         49 |         48 |        282 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestScrollable.java                               | Java     |        229 |         36 |         55 |        320 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestStatement.java                                | Java     |        242 |         41 |         64 |        347 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestThreads.java                                  | Java     |        111 |         37 |         30 |        178 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestTokenizer.java                                | Java     |        105 |        106 |         26 |        237 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/junit/TestTransactions.java                             | Java     |        345 |         64 |        101 |        510 |
| /Users/AlessiaFrunza/UvA/P2_Software_Evolution/smallsql0.21_src/src/smallsql/tools/CommandLine.java                                  | Java     |         65 |          6 |         12 |         83 |
| Total                                                                                                                                |          |     24,083 |      9,023 |      5,484 |     38,590 |
+--------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
